rank,module,uri,name,action,status,avg_ms,min_ms,max_ms,runs_ms,bytes,app_ms,queries,query_ms,gzip_ms,gzip_raw_bytes,gzip_bytes,slowest_queries,final_url,error
203,personel-takip,admin/personel-takip/giris-cikis/create,filament.admin.personel-takip.resources.giris-cikis.create,"App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\CreatePersonelGirisCikis",200,1597.27,1597.27,1597.27,1597.27,199516,674.69,5,17.94,2.58,199516,26225,"15.15ms select * from `personel_vardiyalari` where `personel_vardiyalari`.`deleted_at` is null order by `tarih` desc limit 100 || 1.19ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.57ms select `ad_soyad`, `id` from `personeller` where `durum` = ? and `personeller`.`deleted_at` is null order by `ad_soyad` asc || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/personel-takip/giris-cikis/create,
204,web,admin/web,filament.admin.web,"App\Filament\Clusters\Web",200,1596.98,1596.98,1596.98,1596.98,130819,691.25,4,2.8,2.04,130819,20593,"1.24ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.66ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.36ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/web,
205,web,admin/web/urunler/urun-kategorileri,filament.admin.web.resources.urunler.urun-kategorileri.index,"App\Filament\Clusters\Web\Resources\UrunKategoriKaynagi\Pages\ListUrunKategorileri",200,1596.61,1596.61,1596.61,1596.61,186190,732.41,4,4.06,2.63,186190,25948,"1.83ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.03ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.61ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.59ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/web/urunler/urun-kategorileri,
206,teknik-servis,admin/teknik-servis/tanimlar/servis-durumlari,filament.admin.teknik-servis.resources.tanimlar.servis-durumlari.index,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisDurumuTanimKaynagi\Pages\ListTeknikServisDurumlari",200,1595.49,1595.49,1595.49,1595.49,178041,689.97,4,3.18,3.27,178041,24601,"1.46ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.74ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.46ms select `teknik_servis_tanim_servis_durumlari`.`id`, `teknik_servis_tanim_servis_durumlari`.`ad`, `teknik_servis_tanim_servis_durumlari`.`kod`, `teknik_servis_tanim_servis_durumlari`.`aktif`, `teknik_servis_tanim_servis_durumlari`.`siralama` from `teknik_servis_tanim_servis_durumlari` where `teknik_servis_tanim_servis_durumlari`.`deleted_at` is null order by `teknik_servis_tanim_servis_durumlari`.`siralama` asc, `tekn",http://127.0.0.1:8000/admin/teknik-servis/tanimlar/servis-durumlari,
207,teknik-servis,admin/teknik-servis/servis-kayitlari/liste/iptal,filament.admin.teknik-servis.resources.servis-kayitlari.iptal,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariIptalSayfasi",200,1595.02,1595.02,1595.02,1595.02,160159,689.85,4,3.22,3.84,160159,24627,"1.44ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.7ms select `teknik_servis_kayitlari`.`id`, `teknik_servis_kayitlari`.`firma_id`, `teknik_servis_kayitlari`.`fis_no`, `teknik_servis_kayitlari`.`kabul_tarihi`, `teknik_servis_kayitlari`.`cari_id`, `teknik_servis_kayitlari`.`musteri_tel`, `teknik_servis_kayitlari`.`cihaz_id`, `teknik_servis_kayitlari`.`marka_id`, `teknik_servis_kayitlari`.`servis_tipi`, `teknik_servis_kayitlari`.`servis_durumu_id`, `teknik_servis_kayitlari || 0.55ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.53ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/servis-kayitlari/liste/iptal,
208,muhasebe,admin/muhasebe/satis/barkodlu-satis-ayarlar,filament.admin.muhasebe.pages.satis.barkodlu-satis-ayarlar,"App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisAyarlarSayfasi",200,1593.32,1593.32,1593.32,1593.32,202014,721.07,13,6.22,2.78,202014,26719,"1.55ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.58ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.53ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.45ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/satis/barkodlu-satis-ayarlar,
209,restoran,admin/restoran/mutfak,filament.admin.restoran.pages.mutfak,"App\Filament\Clusters\Restoran\Pages\RestoranMutfakEkraniSayfasi",200,1592.18,1592.18,1592.18,1592.18,138656,737.78,7,6.5,2.22,138656,21626,"1.3ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.23ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 1.13ms select `id`, `firma_id`, `adisyon_id`, `hazirlayan_personel_id`, `urun_adi`, `miktar`, `durum`, `mutfak_notu`, `created_at` from `restoran_adisyon_kalemleri` where `firma_id` = ? and `durum` in (?, ?, ?) and exists (select * from `restoran_adisyonlari` where `restoran_adisyon_kalemleri`.`adisyon_id` = `restoran_adisyonlari`.`id` and `firma_id` = ? and `durum` in (?, ?) and `restoran_adisyonlari`.`deleted_at` is null) || 0.93ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.81ms select `durum`, COUNT(*) as adet from `restoran_adisyon_kalemleri` where `firma_id` = ? and `durum` in (?, ?, ?) and exists (select * from `restoran_adisyonlari` where `restoran_adisyon_kalemleri`.`adisyon_id` = `restoran_adisyonlari`.`id` and `firma_id` = ? and `durum` in (?, ?) and `restoran_adisyonlari`.`deleted_at` is null) and `restoran_adisyon_kalemleri`.`deleted_at` is null group by `durum`",http://127.0.0.1:8000/admin/restoran/mutfak,
210,masraf-takip,admin/masraf-takip/tanimlar/duzenli-faturalar,filament.admin.masraf-takip.pages.tanimlar.duzenli-faturalar,"App\Filament\Clusters\MasrafTakip\Pages\DuzenliFaturaTanimlariSayfasi",200,1590.34,1590.34,1590.34,1590.34,155644,727,5,4.42,2.34,155644,23279,"1.67ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.16ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.59ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.57ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.43ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/masraf-takip/tanimlar/duzenli-faturalar,
211,teknik-servis,admin/teknik-servis/servis-kayitlari/liste/tamamlanan-dis-servis,filament.admin.teknik-servis.resources.servis-kayitlari.tamamlanan_dis_servis,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariTamamlananDisServisSayfasi",200,1583.17,1583.17,1583.17,1583.17,167525,684.28,4,3.97,2.64,167525,24971,"1.3ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.04ms select `teknik_servis_kayitlari`.`id`, `teknik_servis_kayitlari`.`firma_id`, `teknik_servis_kayitlari`.`fis_no`, `teknik_servis_kayitlari`.`kabul_tarihi`, `teknik_servis_kayitlari`.`cari_id`, `teknik_servis_kayitlari`.`musteri_tel`, `teknik_servis_kayitlari`.`cihaz_id`, `teknik_servis_kayitlari`.`marka_id`, `teknik_servis_kayitlari`.`servis_tipi`, `teknik_servis_kayitlari`.`servis_durumu_id`, `teknik_servis_kayitlari || 1.03ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.6ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/teknik-servis/servis-kayitlari/liste/tamamlanan-dis-servis,
212,teknik-servis,admin/teknik-servis/tanimlar/markalar/create,filament.admin.teknik-servis.resources.tanimlar.markalar.create,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisMarkaKaynagi\Pages\CreateTeknikServisMarkasi",200,1580.98,1580.98,1580.98,1580.98,139605,679.95,3,2.24,2.45,139605,21739,"1.1ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.6ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/tanimlar/markalar/create,
213,sistem-bakim-modu,admin/sistem-bakim-modu,filament.admin.pages.sistem-bakim-modu,"App\Filament\Pages\SistemBakimModuSayfasi",200,1580.82,1580.82,1580.82,1580.82,144483,719.13,4,2.57,2.5,144483,23108,"1.18ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.52ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.51ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.36ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/sistem-bakim-modu,
214,muhasebe,admin/muhasebe/faturalar/gelen-iade-faturalari,filament.admin.muhasebe.pages.faturalar.gelen-iade-faturalari,"App\Filament\Clusters\Muhasebe\Pages\GelenIadeFaturasiSayfasi",200,1577.73,1577.73,1577.73,1577.73,191816,711.88,6,4.07,3.07,191816,26760,"1.08ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.84ms select `id`, `kod`, `ad` from `isletme_projeleri` where `durum` in (?, ?) and `isletme_projeleri`.`deleted_at` is null order by `ad` asc || 0.62ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.53ms select count(*) as aggregate from `faturalar` left join `cariler` on `cariler`.`id` = `faturalar`.`cari_id` and `cariler`.`firma_id` = `faturalar`.`firma_id` left join `isletme_projeleri` as `projeler` on `projeler`.`id` = `faturalar`.`isletme_proje_id` and `projeler`.`firma_id` = `faturalar`.`firma_id` where `faturalar`.`tur` in (?) and `faturalar`.`deleted_at` is null || 0.53ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/faturalar/gelen-iade-faturalari,
215,muhasebe,admin/muhasebe/tanimlar/markalar,filament.admin.muhasebe.resources.tanimlar.markalar.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\ListMuhasebeMarkalari",200,1577.73,1577.73,1577.73,1577.73,181752,696.34,4,3.87,2.75,181752,25841,"2.14ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.7ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.49ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/tanimlar/markalar,
216,teknik-servis,admin/teknik-servis/tanimlar/cihazlar/create,filament.admin.teknik-servis.resources.tanimlar.cihazlar.create,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisCihazKaynagi\Pages\CreateTeknikServisCihazi",200,1573.55,1573.55,1573.55,1573.55,139601,696.43,3,3.6,2.11,139601,21737,"1.68ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.12ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.8ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/tanimlar/cihazlar/create,
217,teknik-servis,admin/teknik-servis/tanimlar/arizalar/create,filament.admin.teknik-servis.resources.tanimlar.arizalar.create,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisArizaKaynagi\Pages\CreateTeknikServisArizasi",200,1572.43,1572.43,1572.43,1572.43,141668,705.41,5,3.6,2.29,141668,22078,"1.21ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 1.01ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1 || 0.44ms select `id`, `ad` from `teknik_servis_tanim_cihazlar` where `aktif` = ? and `teknik_servis_tanim_cihazlar`.`deleted_at` is null order by `ad` asc limit 100 || 0.4ms select `id`, `ad` from `teknik_servis_tanim_cihazlar` where `aktif` = ? and `teknik_servis_tanim_cihazlar`.`deleted_at` is null order by `ad` asc limit 100",http://127.0.0.1:8000/admin/teknik-servis/tanimlar/arizalar/create,
218,muhasebe,admin/muhasebe/finans/cek,filament.admin.muhasebe.pages.finans.cek,"App\Filament\Clusters\Muhasebe\Pages\CekYonetimiSayfasi",500,1571.3,1571.3,1571.3,1571.3,6609,713.15,2,2.24,,,,"1.39ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.85ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists`",http://127.0.0.1:8000/admin/muhasebe/finans/cek,
219,teknik-servis,admin/teknik-servis/tanimlar/servis-durumlari/create,filament.admin.teknik-servis.resources.tanimlar.servis-durumlari.create,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisDurumuTanimKaynagi\Pages\CreateTeknikServisDurumu",200,1571.13,1571.13,1571.13,1571.13,141495,678.91,3,2.22,2.42,141495,21892,"1.1ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.58ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/teknik-servis/tanimlar/servis-durumlari/create,
220,muhasebe,admin/muhasebe/tanimlar/odeme-yontemleri,filament.admin.muhasebe.resources.tanimlar.odeme-yontemleri.index,"App\Filament\Clusters\Muhasebe\Resources\Tanimlar\OdemeYontemiTanimKaynagi\Pages\ListOdemeYontemleri",200,1569.28,1569.28,1569.28,1569.28,181809,730.18,4,3.37,2.78,181809,25850,"1.09ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.89ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.85ms select exists (select 1 from information_schema.tables where table_schema = 'yalovayazilimsaas' and table_name = 'firma_ayarlari' and table_type in ('BASE TABLE', 'SYSTEM VERSIONED')) as `exists` || 0.54ms select * from `firmalar` where `firmalar`.`id` = ? and `firmalar`.`deleted_at` is null limit 1",http://127.0.0.1:8000/admin/muhasebe/tanimlar/odeme-yontemleri,
